x,y,z,x_o,y_o,z_o,w_o
0.1861628617,-0.0390457520095,0.412359993329,0.105483162473,0.97736615607,0.14795811821,-0.108337872687
0.0526634011775,0.0230379017696,0.399155295591,-0.58141434198,0.766528913588,0.153527608337,0.225433052262
-0.13948218721,-0.0769329587601,0.493446799907,-0.585910252227,0.741768690177,0.104197624549,0.309243013902
-0.0455144142189,-0.0820132452722,0.520158685423,0.637876562666,-0.697744197315,-0.225753695242,-0.235163336851
0.0289965946033,-0.0288857423103,0.691412378241,0.0552084030469,0.986660814098,0.15176693637,-0.0204760147886
-0.236783682435,-0.00288204290552,0.512904369661,-0.277802095172,0.918303455425,0.0701488142195,0.273173760704
-0.371958566595,0.027416729089,0.604364226556,0.62126008654,0.725867440126,0.29252163835,0.0397926542856
-0.330230889938,0.203335834193,0.666202501824,0.788680474387,0.574085985707,0.179194809449,0.127662095401
-0.398001959699,0.0114795007117,0.87936424017,0.517345119316,0.833002677593,0.0298819899513,0.193823717121
-0.379612657796,-0.0904186103355,0.971432145878,0.0400412705325,0.921512483049,0.272006783935,0.274269483778
-0.605388893684,-0.0602917268205,0.916166711074,-0.308724248023,-0.946760605417,0.0720812924902,-0.056017693515
-0.474560938126,-0.273643735648,0.852427437144,-0.206388206984,-0.973180529703,0.0890965439536,-0.0488402547071
-0.0752393825739,-0.207647808522,0.919744489517,-0.67437131716,0.728299234318,0.0103051086429,0.121232654927
0.00735710239639,-0.223494987852,1.02761980119,-0.20380399428,0.956195671379,-0.039798730505,0.206324576824
-0.0529345309304,-0.204308977539,0.971003748973,0.0921948278415,0.927415274421,0.100573586571,-0.348261361872
0.123386108517,-0.0783642372484,0.929296341722,-0.34381037112,0.889527933009,0.0292842135244,0.299461049127
-0.0792830824668,0.119971117984,0.80583954424,0.966508532197,0.0313826234348,-0.12883467329,0.219722586677
0.0114084699292,0.160732106294,0.985928439579,-0.871456836387,-0.383979577109,-0.100614901475,0.288096005316
0.0418666664231,0.164499892046,0.813054360063,-0.94735763014,-0.20849255722,-0.0427817993715,0.239194673524
0.359493524498,0.0321444111508,0.762528430312,-0.681147057168,-0.652017561766,0.112502677292,0.313456429607
0.488674054169,0.13702805658,0.888308066155,-0.557454380176,-0.767694616903,0.167947554393,0.267737199832
0.320712985926,-0.0362603653345,1.03962474208,-0.0445264158468,-0.986539063578,0.0231970491869,0.155627668606
0.30819453288,0.0660659416234,1.06477659602,-0.0877081855787,-0.865247653384,0.0570360238981,0.490306704496
0.22595881564,0.0203833920262,1.02753831958,-0.0247449723825,0.930142147123,-0.0943119563412,0.354017693596
0.0892620134041,0.350485642641,1.0648901726,-0.163360016952,-0.969759183945,0.174334505518,0.0498809603209
0.0981313767441,0.360020973064,1.04881856898,-0.194468617869,-0.897961146025,0.178451491055,0.352140316116
-0.0734503721611,0.46467173725,1.10528770509,0.072416862648,0.870717691461,-0.38084289242,0.302597407579
0.127205652458,0.371947810716,1.07179017508,-0.0598680632142,0.857439949161,-0.291439493563,0.419851843133
0.0530280816932,0.163317895579,0.783587690268,-0.0424631947419,-0.99797192154,0.04518870908,0.0143840704479
0.142452845439,-0.00963449197182,0.637867622942,0.269764773485,-0.933356447556,-0.236790278559,-0.0017529323381
0.0107446576344,-0.0923735020178,0.624435455572,0.0387270105001,-0.979848589376,-0.19328235484,0.0322318454904
0.0109311979852,-0.0965953100344,0.686935551575,0.0404001664202,-0.985321160704,-0.157914231216,0.0507260524919
0.172507037673,0.0456260252893,0.601254351124,0.623000005071,0.715877755589,0.275392954593,-0.153456030496
