x,y,z,x_o,y_o,z_o,w_o
0.435518182781,0.607007443622,0.375893667037,0.407115396256,0.623693643645,0.00681527089117,0.667245715677
0.458562363752,0.632233428875,0.316057508916,0.391890975028,0.612678337304,-0.0169625883245,0.686118786572
0.577018507515,0.648796966526,0.294485808342,0.631356278421,0.519551435635,-0.0801190411423,0.570119719598
0.529591602325,0.558022533028,0.515202103237,0.670196398164,0.58113624293,0.0635460589213,0.457251958374
0.573842759294,0.50819107843,0.313640418242,0.00267744392486,0.819046089515,-0.458393941353,0.345009172452
0.496853428072,0.479550146944,0.552548662537,0.527636277616,0.704113298447,0.0115369604793,0.475069805435
0.660782342421,0.428160213083,0.436190403252,-0.302664406317,-0.759649269885,0.450062219774,-0.358847101484
0.640868382515,0.463379830114,0.130011738635,0.409446574543,0.292023295765,0.311755288942,0.806154164625
0.571401840009,0.425355437099,0.246577647248,0.50706630787,-0.132891536598,0.739763406714,0.421869293752
