left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2
0.10392719837923678,-0.9641069251859825,-1.1232574319290942,1.8883303498869444,0.6810874698211237,1.050393344504537,-0.3240534414407937
0.10392719837923678,-0.9641069251859825,-1.1217234511412089,1.887946854689973,0.6807039746241523,1.0507768397015085,-0.3229029558498796
0.10392719837923678,-0.9641069251859825,-1.1232574319290942,1.8883303498869444,0.6807039746241523,1.0511603348984797,-0.3229029558498796
0.10354370318226543,-0.9637234299890112,-1.1217234511412089,1.8883303498869444,0.6807039746241523,1.0519273252924224,-0.32251946065290826
0.10431069357620813,-0.9641069251859825,-1.1217234511412089,1.887946854689973,0.6810874698211237,1.0507768397015085,-0.3229029558498796
0.10354370318226543,-0.9648739155799253,-1.12210694633818,1.8883303498869444,0.6810874698211237,1.0507768397015085,-0.32251946065290826
0.10392719837923678,-0.9648739155799253,-1.1224904415351515,1.8883303498869444,0.680320479427181,1.0511603348984797,-0.3229029558498796
0.10392719837923678,-0.9637234299890112,-1.1224904415351515,1.8887138450839156,0.681470965018095,1.050393344504537,-0.32328645104685094
0.10392719837923678,-0.9641069251859825,-1.1228739367321228,1.8887138450839156,0.6807039746241523,1.0511603348984797,-0.3229029558498796
0.10431069357620813,-0.9637234299890112,-1.1224904415351515,1.889097340280887,0.6807039746241523,1.0511603348984797,-0.3236699462438223
0.10431069357620813,-0.9637234299890112,-1.1217234511412089,1.8887138450839156,0.6810874698211237,1.050393344504537,-0.32251946065290826
0.10392719837923678,-0.9637234299890112,-1.1213399559442374,1.8883303498869444,0.6807039746241523,1.0507768397015085,-0.3229029558498796
0.10431069357620813,-0.9644904203829539,-1.1217234511412089,1.887946854689973,0.6810874698211237,1.0500098493075658,-0.3229029558498796
0.10354370318226543,-0.9641069251859825,-1.12210694633818,1.887946854689973,0.6807039746241523,1.050393344504537,-0.32251946065290826
0.10392719837923678,-0.9641069251859825,-1.1217234511412089,1.8887138450839156,0.681470965018095,1.050393344504537,-0.3229029558498796
0.10431069357620813,-0.9641069251859825,-1.12210694633818,1.8887138450839156,0.6810874698211237,1.0507768397015085,-0.3229029558498796
0.10469418877317949,-0.9644904203829539,-1.12210694633818,1.8887138450839156,0.6810874698211237,1.0507768397015085,-0.32328645104685094
0.10392719837923678,-0.9644904203829539,-1.1217234511412089,1.8883303498869444,0.6810874698211237,1.0507768397015085,-0.3229029558498796
0.10354370318226543,-0.9641069251859825,-1.1224904415351515,1.8894808354778583,0.6799369842302097,1.0500098493075658,-0.32328645104685094
0.10316020798529407,-0.9648739155799253,-1.1228739367321228,1.8883303498869444,0.681470965018095,1.0511603348984797,-0.3229029558498796
0.10392719837923678,-0.9648739155799253,-1.12210694633818,1.887946854689973,0.6810874698211237,1.0507768397015085,-0.3229029558498796
0.10392719837923678,-0.9637234299890112,-1.1217234511412089,1.8875633594930017,0.6818544602150665,1.050393344504537,-0.3229029558498796
0.10431069357620813,-0.9633399347920398,-1.12210694633818,1.8883303498869444,0.6810874698211237,1.0511603348984797,-0.3229029558498796
0.10392719837923678,-0.9633399347920398,-1.1232574319290942,1.8883303498869444,0.6807039746241523,1.050393344504537,-0.32251946065290826
0.10431069357620813,-0.9648739155799253,-1.1217234511412089,1.8883303498869444,0.6810874698211237,1.050393344504537,-0.32328645104685094
0.10392719837923678,-0.9641069251859825,-1.1217234511412089,1.887946854689973,0.6810874698211237,1.050393344504537,-0.32251946065290826
0.10392719837923678,-0.9641069251859825,-1.12210694633818,1.8883303498869444,0.680320479427181,1.0511603348984797,-0.32328645104685094
0.10392719837923678,-0.9641069251859825,-1.1213399559442374,1.8883303498869444,0.6810874698211237,1.050393344504537,-0.32251946065290826
0.10392719837923678,-0.9641069251859825,-1.1224904415351515,1.8883303498869444,0.6810874698211237,1.0511603348984797,-0.3229029558498796
0.10431069357620813,-0.9641069251859825,-1.1224904415351515,1.8887138450839156,0.681470965018095,1.0507768397015085,-0.3229029558498796
0.10431069357620813,-0.9641069251859825,-1.1213399559442374,1.8883303498869444,0.6810874698211237,1.050393344504537,-0.32213596545593687
0.10392719837923678,-0.9633399347920398,-1.12210694633818,1.8883303498869444,0.6810874698211237,1.0496263541105944,-0.32328645104685094
